Title,Region,City,Category,Sub-Category,Sales(USD),Quantity(Units),Discount(Sum),Profit(USD),Profit_Margin(%)
,"('South',)",Arlington,Office Supplies,Storage,1320.93,20,0.6,97.82,7.41
,"('South',)",Arlington,Office Supplies,Supplies,70.12,4,0.0,21.04,30.01
,"('South',)",Arlington,Technology,Accessories,549.9,6,0.2,160.43,29.17
,"('South',)",Arlington,Technology,Phones,143.55,5,0.6,15.84,11.03
,"('South',)",Asheville,Furniture,Bookcases,663.79,8,0.45,-16.19,-2.44
,"('South',)",Asheville,Furniture,Chairs,909.72,6,0.3,-51.98,-5.71
,"('South',)",Asheville,Furniture,Furnishings,16.67,4,0.8,-6.06,-36.35
,"('South',)",Asheville,Furniture,Tables,292.1,4,0.5,-175.26,-60.0
,"('South',)",Asheville,Office Supplies,Art,25.92,9,0.0,7.78,30.02
,"('South',)",Asheville,Office Supplies,Binders,75.62,16,3.2,9.52,12.59
,"('South',)",Asheville,Office Supplies,Fasteners,18.86,9,0.2,6.13,32.5
,"('South',)",Asheville,Office Supplies,Paper,151.59,10,0.4,53.05,35.0
,"('South',)",Asheville,Office Supplies,Storage,381.72,5,0.2,-66.8,-17.5
,"('South',)",Asheville,Office Supplies,Supplies,97.3,7,0.0,28.22,29.0
,"('South',)",Asheville,Technology,Accessories,209.97,3,0.0,71.39,34.0
,"('South',)",Asheville,Technology,Copiers,659.99,2,0.4,110.0,16.67
,"('South',)",Asheville,Technology,Phones,1363.96,5,0.2,85.25,6.25
,"('South',)",Atlanta,Furniture,Furnishings,6.46,1,0.6,-4.04,-62.54
,"('South',)",Atlanta,Office Supplies,Art,20.2,7,0.0,6.01,29.75
,"('South',)",Atlanta,Office Supplies,Binders,8377.22,13,0.2,3860.0,46.08
,"('South',)",Atlanta,Office Supplies,Labels,11.52,5,0.2,4.18,36.28
,"('South',)",Atlanta,Office Supplies,Storage,316.23,6,0.0,17.07,5.4
,"('South',)",Atlanta,Technology,Phones,222.38,2,0.2,16.68,7.5
,"('South',)",Auburn,Furniture,Bookcases,302.94,3,0.0,69.68,23.0
,"('South',)",Auburn,Furniture,Chairs,1955.88,6,0.0,565.71,28.92
,"('South',)",Auburn,Furniture,Furnishings,41.23,10,0.0,15.92,38.61
,"('South',)",Auburn,Furniture,Tables,1257.09,5,0.3,87.53,6.96
,"('South',)",Auburn,Office Supplies,Art,170.87,17,0.0,53.99,31.6
,"('South',)",Auburn,Office Supplies,Binders,107.69,20,0.9,29.33,27.24
,"('South',)",Auburn,Office Supplies,Envelopes,17.48,2,0.0,8.22,47.03
,"('South',)",Auburn,Office Supplies,Paper,23.24,4,0.0,10.8,46.47
,"('South',)",Auburn,Office Supplies,Storage,900.08,4,0.0,117.01,13.0
,"('South',)",Auburn,Office Supplies,Supplies,231.72,2,0.0,11.59,5.0
,"('South',)",Auburn,Technology,Phones,655.8,8,0.2,115.97,17.68
,"('South',)",Bossier City,Furniture,Furnishings,416.56,7,0.0,51.32,12.32
,"('South',)",Bossier City,Office Supplies,Art,13.12,4,0.0,4.33,33.0
,"('South',)",Bossier City,Office Supplies,Binders,234.34,23,0.8,95.69,40.83
,"('South',)",Bossier City,Office Supplies,Envelopes,68.91,7,0.2,32.96,47.83
,"('South',)",Bossier City,Office Supplies,Labels,50.12,4,0.0,23.56,47.01
,"('South',)",Bossier City,Office Supplies,Paper,180.71,21,0.2,85.4,47.26
,"('South',)",Bossier City,Office Supplies,Storage,678.22,12,0.0,44.5,6.56
,"('South',)",Bossier City,Technology,Accessories,922.7,12,0.0,380.36,41.22
,"('South',)",Bossier City,Technology,Phones,189.54,7,0.4,20.25,10.68
,"('South',)",Bowling Green,Furniture,Chairs,1605.24,13,0.7,1.09,0.07
,"('South',)",Bowling Green,Furniture,Furnishings,89.75,6,0.2,16.44,18.32
,"('South',)",Bowling Green,Office Supplies,Appliances,91.92,5,0.2,11.49,12.5
,"('South',)",Bowling Green,Office Supplies,Binders,255.76,17,1.1,82.56,32.28
,"('South',)",Bowling Green,Office Supplies,Envelopes,34.74,3,0.0,17.37,50.0
,"('South',)",Bowling Green,Office Supplies,Paper,105.67,16,0.4,42.35,40.08
,"('South',)",Bowling Green,Office Supplies,Storage,112.21,6,0.2,6.64,5.92
,"('South',)",Bowling Green,Technology,Accessories,196.3,16,0.2,30.56,15.57
,"('South',)",Bowling Green,Technology,Phones,1403.93,7,0.0,387.82,27.62
,"('South',)",Boynton Beach,Furniture,Chairs,718.62,15,0.1,156.43,21.77
,"('South',)",Boynton Beach,Furniture,Furnishings,85.44,3,0.0,31.61,37.0
,"('South',)",Boynton Beach,Office Supplies,Art,16.4,5,0.0,4.76,29.02
,"('South',)",Boynton Beach,Office Supplies,Binders,21.91,6,1.0,-15.59,-71.15
,"('South',)",Boynton Beach,Office Supplies,Fasteners,40.67,7,0.0,12.61,31.01
,"('South',)",Boynton Beach,Office Supplies,Paper,15.55,3,0.2,5.44,34.98
,"('South',)",Boynton Beach,Office Supplies,Storage,33.48,2,0.0,1.34,4.0
,"('South',)",Boynton Beach,Technology,Phones,806.34,8,0.2,50.4,6.25
,"('South',)",Bristol,Furniture,Bookcases,206.0,3,0.32,-27.26,-13.23
,"('South',)",Bristol,Furniture,Chairs,751.87,10,0.6,-58.34,-7.76
,"('South',)",Bristol,Furniture,Furnishings,84.25,8,0.2,29.67,35.22
,"('South',)",Bristol,Furniture,Tables,206.35,3,0.2,5.16,2.5
,"('South',)",Bristol,Office Supplies,Appliances,48.23,6,0.2,7.35,15.24
,"('South',)",Bristol,Office Supplies,Art,66.73,7,0.2,9.15,13.71
,"('South',)",Bristol,Office Supplies,Binders,229.47,22,3.5,-120.3,-52.43
,"('South',)",Bristol,Office Supplies,Envelopes,11.16,2,0.0,5.58,50.0
,"('South',)",Bristol,Office Supplies,Fasteners,26.24,8,0.0,12.07,46.0
,"('South',)",Bristol,Office Supplies,Paper,450.23,43,0.8,179.12,39.78
,"('South',)",Bristol,Office Supplies,Storage,645.71,15,0.4,14.73,2.28
,"('South',)",Bristol,Technology,Accessories,1136.5,30,0.2,339.35,29.86
,"('South',)",Bristol,Technology,Phones,47.98,2,0.2,14.3,29.8
,"('South',)",Burlington,Furniture,Chairs,436.7,6,0.2,-38.21,-8.75
,"('South',)",Burlington,Furniture,Furnishings,86.94,6,0.2,28.2,32.44
,"('South',)",Burlington,Furniture,Tables,1350.34,5,0.4,-307.68,-22.79
,"('South',)",Burlington,Office Supplies,Appliances,167.44,2,0.2,14.65,8.75
,"('South',)",Burlington,Office Supplies,Art,62.25,13,0.6,6.05,9.72
,"('South',)",Burlington,Office Supplies,Binders,3062.82,34,1.3,971.75,31.73
,"('South',)",Burlington,Office Supplies,Envelopes,98.46,9,0.0,49.23,50.0
,"('South',)",Burlington,Office Supplies,Paper,55.68,7,0.4,18.79,33.75
,"('South',)",Burlington,Office Supplies,Storage,2687.18,19,0.0,705.41,26.25
,"('South',)",Burlington,Office Supplies,Supplies,17.14,2,0.0,4.46,26.02
,"('South',)",Burlington,Technology,Accessories,236.0,4,0.0,40.12,17.0
,"('South',)",Burlington,Technology,Machines,8119.98,6,1.0,-3847.19,-47.38
,"('South',)",Cary,Office Supplies,Appliances,166.84,5,0.2,18.77,11.25
,"('South',)",Cary,Office Supplies,Fasteners,12.58,4,0.2,4.09,32.51
,"('South',)",Cary,Office Supplies,Paper,10.37,2,0.2,3.63,35.0
,"('South',)",Cary,Office Supplies,Storage,10.68,1,0.0,2.88,26.97
,"('South',)",Cary,Technology,Accessories,15.22,1,0.2,2.28,14.98
,"('South',)",Cary,Technology,Phones,49.62,2,0.2,4.96,10.0
,"('South',)",Chapel Hill,Furniture,Bookcases,509.96,5,0.15,42.0,8.24
,"('South',)",Chapel Hill,Furniture,Chairs,819.92,5,0.4,75.16,9.17
,"('South',)",Chapel Hill,Furniture,Furnishings,146.08,12,0.2,41.88,28.67
,"('South',)",Chapel Hill,Office Supplies,Appliances,262.24,2,0.0,78.67,30.0
,"('South',)",Chapel Hill,Office Supplies,Art,31.9,12,0.2,10.12,31.72
,"('South',)",Chapel Hill,Office Supplies,Binders,357.3,9,0.0,171.5,48.0
,"('South',)",Chapel Hill,Office Supplies,Envelopes,42.68,4,0.0,19.63,45.99
,"('South',)",Chapel Hill,Office Supplies,Paper,26.62,5,0.0,12.65,47.52
,"('South',)",Chapel Hill,Office Supplies,Storage,1649.81,15,0.0,428.96,26.0
,"('South',)",Chapel Hill,Technology,Accessories,399.95,5,0.0,168.98,42.25
,"('South',)",Charlotte,Furniture,Chairs,1810.95,21,0.9,197.87,10.93
,"('South',)",Charlotte,Furniture,Furnishings,886.93,31,1.4,48.15,5.43
,"('South',)",Charlotte,Furniture,Tables,3117.88,12,0.2,599.14,19.22
,"('South',)",Charlotte,Office Supplies,Appliances,170.2,9,1.8,-254.16,-149.33
,"('South',)",Charlotte,Office Supplies,Art,143.14,22,0.6,35.99,25.14
,"('South',)",Charlotte,Office Supplies,Binders,320.4,70,6.9,-55.57,-17.34
,"('South',)",Charlotte,Office Supplies,Envelopes,203.67,4,0.0,96.23,47.25
,"('South',)",Charlotte,Office Supplies,Fasteners,6.98,4,0.2,1.83,26.22
,"('South',)",Charlotte,Office Supplies,Labels,38.2,10,0.4,12.89,33.74
,"('South',)",Charlotte,Office Supplies,Paper,909.27,43,1.6,385.77,42.43
,"('South',)",Charlotte,Office Supplies,Storage,1072.43,16,0.6,-106.93,-9.97
,"('South',)",Charlotte,Technology,Accessories,238.06,14,0.4,58.95,24.76
,"('South',)",Charlotte,Technology,Copiers,3959.94,7,0.2,1283.99,32.42
,"('South',)",Charlotte,Technology,Machines,341.99,3,0.7,-319.19,-93.33
,"('South',)",Charlotte,Technology,Phones,516.63,9,1.2,-35.07,-6.79
,"('South',)",Charlottesville,Furniture,Bookcases,353.57,2,0.2,-44.2,-12.5
,"('South',)",Charlottesville,Furniture,Chairs,579.53,4,0.1,83.71,14.44
,"('South',)",Charlottesville,Furniture,Furnishings,119.95,6,0.2,37.33,31.12
,"('South',)",Charlottesville,Furniture,Tables,1024.38,7,0.0,215.12,21.0
,"('South',)",Charlottesville,Office Supplies,Appliances,13.97,1,0.0,3.63,25.98
,"('South',)",Charlottesville,Office Supplies,Art,47.69,7,0.0,16.14,33.84
,"('South',)",Charlottesville,Office Supplies,Binders,787.44,22,2.8,-336.01,-42.67
,"('South',)",Charlottesville,Office Supplies,Envelopes,54.62,8,0.0,25.67,47.0
,"('South',)",Charlottesville,Office Supplies,Labels,11.04,4,0.4,3.86,34.96
,"('South',)",Charlottesville,Office Supplies,Paper,17.34,3,0.0,8.5,49.02
,"('South',)",Charlottesville,Office Supplies,Storage,125.81,12,0.4,16.59,13.19
,"('South',)",Charlottesville,Technology,Accessories,119.96,5,0.4,34.19,28.5
,"('South',)",Clarksville,Furniture,Furnishings,244.98,6,0.0,42.08,17.18
,"('South',)",Clarksville,Office Supplies,Appliances,69.22,6,0.2,11.25,16.25
,"('South',)",Clarksville,Office Supplies,Binders,28.4,4,0.0,13.06,45.99
,"('South',)",Clarksville,Technology,Accessories,106.5,6,0.0,41.54,39.0
,"('South',)",Columbia,Furniture,Bookcases,102.02,7,0.7,-183.63,-179.99
,"('South',)",Columbia,Furniture,Chairs,2056.53,16,0.8,195.44,9.5
,"('South',)",Columbia,Furniture,Furnishings,463.02,20,0.6,152.86,33.01
,"('South',)",Columbia,Furniture,Tables,285.48,5,0.2,-10.71,-3.75
,"('South',)",Columbia,Office Supplies,Appliances,1901.79,22,0.6,376.72,19.81
,"('South',)",Columbia,Office Supplies,Art,202.28,11,0.0,54.45,26.92
,"('South',)",Columbia,Office Supplies,Binders,324.69,34,1.7,132.13,40.69
,"('South',)",Columbia,Office Supplies,Paper,506.93,20,0.4,242.49,47.84
,"('South',)",Columbia,Office Supplies,Storage,592.92,12,0.6,-97.39,-16.43
,"('South',)",Columbia,Office Supplies,Supplies,238.62,2,0.0,4.77,2.0
,"('South',)",Columbia,Technology,Accessories,1941.07,14,0.0,755.21,38.91
,"('South',)",Columbia,Technology,Machines,91.48,1,0.5,-1.83,-2.0
,"('South',)",Columbia,Technology,Phones,2394.69,20,0.6,331.11,13.83
,"('South',)",Columbus,Furniture,Chairs,4251.48,26,0.8,681.32,16.03
,"('South',)",Columbus,Furniture,Furnishings,1988.91,38,0.2,333.41,16.76
,"('South',)",Columbus,Furniture,Tables,864.74,5,0.0,137.95,15.95
,"('South',)",Columbus,Office Supplies,Appliances,1165.1,34,1.1,303.53,26.05
,"('South',)",Columbus,Office Supplies,Art,91.63,20,0.2,31.22,34.07
,"('South',)",Columbus,Office Supplies,Binders,1110.7,62,7.2,196.13,17.66
,"('South',)",Columbus,Office Supplies,Fasteners,65.99,15,0.2,12.94,19.61
,"('South',)",Columbus,Office Supplies,Labels,30.11,6,0.2,13.49,44.8
,"('South',)",Columbus,Office Supplies,Paper,698.14,30,0.6,282.19,40.42
,"('South',)",Columbus,Office Supplies,Storage,2363.64,23,0.2,434.53,18.38
,"('South',)",Columbus,Office Supplies,Supplies,5.84,2,0.2,0.73,12.5
,"('South',)",Columbus,Technology,Accessories,1735.88,15,0.2,623.37,35.91
,"('South',)",Columbus,Technology,Phones,7359.26,44,1.4,1016.66,13.81
,"('South',)",Concord,Furniture,Furnishings,27.46,2,0.0,9.89,36.02
,"('South',)",Concord,Furniture,Tables,447.84,4,0.0,98.52,22.0
,"('South',)",Concord,Office Supplies,Art,8.64,3,0.0,2.51,29.05
,"('South',)",Concord,Office Supplies,Paper,108.52,17,0.2,50.33,46.38
,"('South',)",Concord,Office Supplies,Storage,508.11,4,0.0,52.59,10.35
,"('South',)",Concord,Technology,Accessories,479.97,3,0.0,163.19,34.0
,"('South',)",Concord,Technology,Phones,209.97,3,0.0,58.79,28.0
,"('South',)",Daytona Beach,Furniture,Bookcases,205.67,2,0.15,-12.1,-5.88
,"('South',)",Daytona Beach,Furniture,Furnishings,89.34,6,0.0,24.12,27.0
,"('South',)",Daytona Beach,Furniture,Tables,268.7,3,0.2,6.72,2.5
,"('South',)",Daytona Beach,Office Supplies,Art,21.92,8,0.0,5.92,27.01
,"('South',)",Daytona Beach,Office Supplies,Binders,110.15,18,1.6,15.61,14.17
,"('South',)",Daytona Beach,Office Supplies,Envelopes,27.31,2,0.2,9.22,33.76
,"('South',)",Daytona Beach,Office Supplies,Fasteners,4.46,3,0.2,-0.95,-21.3
,"('South',)",Daytona Beach,Office Supplies,Labels,34.86,7,0.0,16.04,46.01
,"('South',)",Daytona Beach,Office Supplies,Paper,135.18,8,0.2,57.92,42.85
,"('South',)",Daytona Beach,Office Supplies,Storage,151.69,10,0.2,30.09,19.84
,"('South',)",Daytona Beach,Technology,Accessories,370.46,11,0.4,54.75,14.78
,"('South',)",Decatur,Furniture,Chairs,386.68,2,0.3,-5.52,-1.43
,"('South',)",Decatur,Furniture,Furnishings,257.64,6,0.0,100.48,39.0
,"('South',)",Decatur,Furniture,Tables,718.12,6,0.3,-71.81,-10.0
,"('South',)",Decatur,Office Supplies,Appliances,661.76,4,0.2,146.92,22.2
,"('South',)",Decatur,Office Supplies,Art,31.78,4,0.2,8.74,27.5
,"('South',)",Decatur,Office Supplies,Binders,718.06,24,4.6,90.38,12.59
,"('South',)",Decatur,Office Supplies,Paper,140.85,17,0.8,47.76,33.91
,"('South',)",Decatur,Office Supplies,Storage,678.64,7,0.4,-166.51,-24.54
,"('South',)",Decatur,Office Supplies,Supplies,6.98,4,0.2,-1.4,-20.06
,"('South',)",Decatur,Technology,Accessories,520.13,11,0.4,88.75,17.06
,"('South',)",Decatur,Technology,Machines,449.1,3,0.7,-643.71,-143.33
,"('South',)",Decatur,Technology,Phones,846.82,9,0.6,-23.15,-2.73
,"('South',)",Deltona,Furniture,Chairs,47.97,2,0.2,4.2,8.76
,"('South',)",Deltona,Furniture,Furnishings,23.88,3,0.0,10.51,44.01
,"('South',)",Deltona,Furniture,Tables,35.45,1,0.5,-24.1,-67.98
,"('South',)",Deltona,Office Supplies,Appliances,556.83,9,0.0,170.92,30.7
,"('South',)",Deltona,Office Supplies,Art,20.64,5,0.2,2.32,11.24
,"('South',)",Deltona,Office Supplies,Binders,30.76,8,0.9,5.32,17.3
,"('South',)",Deltona,Office Supplies,Paper,66.72,8,0.0,30.29,45.4
,"('South',)",Deltona,Technology,Accessories,145.92,5,0.4,13.52,9.27
,"('South',)",Deltona,Technology,Machines,269.97,2,0.7,-386.96,-143.33
,"('South',)",Deltona,Technology,Phones,1039.92,7,0.2,206.55,19.86
,"('South',)",Durham,Furniture,Chairs,292.27,6,0.2,18.27,6.25
,"('South',)",Durham,Furniture,Furnishings,69.08,11,0.0,29.01,41.99
,"('South',)",Durham,Office Supplies,Envelopes,200.98,7,0.2,62.81,31.25
,"('South',)",Durham,Office Supplies,Labels,12.39,3,0.0,5.7,46.0
,"('South',)",Durham,Office Supplies,Paper,37.96,7,0.0,17.54,46.21
,"('South',)",Durham,Office Supplies,Storage,210.01,6,0.0,58.22,27.72
,"('South',)",Durham,Technology,Phones,35.88,3,0.0,10.05,28.01
,"('South',)",Fayetteville,Furniture,Bookcases,451.14,4,0.2,-67.67,-15.0
,"('South',)",Fayetteville,Furniture,Chairs,1413.72,24,1.1,177.62,12.56
,"('South',)",Fayetteville,Furniture,Furnishings,510.52,18,0.4,58.93,11.54
,"('South',)",Fayetteville,Furniture,Tables,933.41,4,0.3,-173.35,-18.57
,"('South',)",Fayetteville,Office Supplies,Appliances,64.86,4,0.2,6.49,10.01
,"('South',)",Fayetteville,Office Supplies,Art,16.06,7,0.2,2.73,17.0
,"('South',)",Fayetteville,Office Supplies,Binders,74.71,22,5.0,-49.33,-66.03
,"('South',)",Fayetteville,Office Supplies,Envelopes,105.42,2,0.0,51.66,49.0
,"('South',)",Fayetteville,Office Supplies,Paper,109.71,13,0.4,50.5,46.03
,"('South',)",Fayetteville,Office Supplies,Storage,2078.92,15,0.2,-64.55,-3.1
,"('South',)",Fayetteville,Office Supplies,Supplies,51.15,5,0.0,13.3,26.0
,"('South',)",Fayetteville,Technology,Accessories,109.98,7,0.4,10.34,9.4
,"('South',)",Fayetteville,Technology,Copiers,11199.94,9,0.6,2064.99,18.44
,"('South',)",Fayetteville,Technology,Phones,157.5,5,0.6,-11.31,-7.18
,"('South',)",Florence,Furniture,Bookcases,301.47,3,0.5,-241.18,-80.0
,"('South',)",Florence,Furniture,Chairs,423.65,2,0.2,47.66,11.25
,"('South',)",Florence,Furniture,Furnishings,31.98,1,0.2,0.0,0.0
,"('South',)",Florence,Office Supplies,Appliances,272.05,7,0.2,30.61,11.25
,"('South',)",Florence,Office Supplies,Art,33.05,7,0.4,3.66,11.07
,"('South',)",Florence,Office Supplies,Binders,1614.58,6,0.7,-1237.85,-76.67
,"('South',)",Florence,Office Supplies,Envelopes,52.37,8,0.4,17.49,33.4
,"('South',)",Florence,Office Supplies,Fasteners,24.32,5,0.2,9.12,37.5
,"('South',)",Florence,Office Supplies,Paper,26.98,5,0.2,10.51,38.95
,"('South',)",Florence,Office Supplies,Storage,549.78,16,0.6,-82.31,-14.97
,"('South',)",Florence,Office Supplies,Supplies,4.36,2,0.0,0.17,3.9
,"('South',)",Florence,Technology,Accessories,1.58,2,0.2,0.48,30.38
,"('South',)",Fort Lauderdale,Furniture,Bookcases,141.96,2,0.0,41.17,29.0
,"('South',)",Fort Lauderdale,Furniture,Chairs,726.17,7,0.2,76.43,10.53
,"('South',)",Fort Lauderdale,Furniture,Furnishings,54.24,9,0.4,18.97,34.97
,"('South',)",Fort Lauderdale,Furniture,Tables,957.58,5,0.45,-383.03,-40.0
,"('South',)",Fort Lauderdale,Office Supplies,Envelopes,18.69,2,0.2,7.01,37.51
,"('South',)",Fort Lauderdale,Office Supplies,Paper,374.3,16,0.2,150.69,40.26
,"('South',)",Fort Lauderdale,Office Supplies,Storage,280.85,4,0.4,-0.71,-0.25
,"('South',)",Fort Lauderdale,Office Supplies,Supplies,8.83,3,0.2,-1.99,-22.54
,"('South',)",Fort Lauderdale,Technology,Phones,39.96,4,0.0,10.39,26.0
,"('South',)",Franklin,Furniture,Chairs,291.1,5,0.0,75.69,26.0
,"('South',)",Franklin,Furniture,Furnishings,51.33,14,0.8,-2.45,-4.77
,"('South',)",Franklin,Furniture,Tables,696.42,2,0.0,160.18,23.0
,"('South',)",Franklin,Office Supplies,Appliances,87.17,8,0.8,-226.64,-260.0
,"('South',)",Franklin,Office Supplies,Binders,54.9,2,0.2,18.53,33.75
,"('South',)",Franklin,Office Supplies,Labels,491.55,5,0.0,240.86,49.0
,"('South',)",Franklin,Office Supplies,Paper,165.41,11,0.6,52.37,31.66
,"('South',)",Franklin,Office Supplies,Storage,32.23,3,0.2,2.42,7.51
,"('South',)",Franklin,Technology,Accessories,143.96,5,0.2,1.8,1.25
,"('South',)",Franklin,Technology,Copiers,2399.96,5,0.2,569.99,23.75
,"('South',)",Franklin,Technology,Phones,463.77,4,0.2,64.2,13.84
,"('South',)",Gastonia,Furniture,Furnishings,1523.72,13,0.4,62.63,4.11
,"('South',)",Gastonia,Furniture,Tables,2065.32,12,0.4,-619.6,-30.0
,"('South',)",Gastonia,Office Supplies,Binders,242.65,9,2.1,-184.26,-75.94
,"('South',)",Gastonia,Office Supplies,Envelopes,15.28,2,0.0,7.49,49.02
,"('South',)",Gastonia,Office Supplies,Labels,80.53,15,0.0,38.07,47.27
,"('South',)",Gastonia,Office Supplies,Paper,140.79,14,0.4,60.31,42.84
,"('South',)",Gastonia,Office Supplies,Storage,544.82,5,0.4,-48.02,-8.81
,"('South',)",Gastonia,Technology,Accessories,1020.2,22,0.8,221.64,21.73
,"('South',)",Greensboro,Office Supplies,Appliances,163.44,3,0.0,45.76,28.0
,"('South',)",Greensboro,Office Supplies,Art,42.76,2,0.0,11.12,26.01
,"('South',)",Greensboro,Office Supplies,Binders,78.15,19,2.4,-51.12,-65.41
,"('South',)",Greensboro,Office Supplies,Paper,218.61,16,0.2,94.7,43.32
,"('South',)",Greensboro,Office Supplies,Storage,991.2,6,0.0,257.71,26.0
,"('South',)",Greensboro,Technology,Copiers,1359.96,5,0.4,491.98,36.18
,"('South',)",Greenville,Furniture,Chairs,192.19,3,0.1,36.3,18.89
,"('South',)",Greenville,Furniture,Furnishings,148.05,12,0.2,32.81,22.16
,"('South',)",Greenville,Furniture,Tables,476.45,3,0.8,-102.0,-21.41
,"('South',)",Greenville,Office Supplies,Appliances,268.01,8,0.0,72.23,26.95
,"('South',)",Greenville,Office Supplies,Art,4.22,3,0.2,1.48,35.07
,"('South',)",Greenville,Office Supplies,Binders,760.64,8,0.7,320.41,42.12
,"('South',)",Greenville,Office Supplies,Fasteners,5.04,4,0.0,0.2,3.97
,"('South',)",Greenville,Office Supplies,Labels,55.44,11,0.2,18.02,32.5
,"('South',)",Greenville,Office Supplies,Paper,295.95,18,0.4,135.43,45.76
,"('South',)",Greenville,Office Supplies,Storage,3357.41,24,0.2,66.69,1.99
,"('South',)",Gulfport,Furniture,Furnishings,111.15,5,0.0,48.91,44.0
,"('South',)",Gulfport,Furniture,Tables,992.36,6,0.5,-70.55,-7.11
,"('South',)",Gulfport,Office Supplies,Appliances,901.95,3,0.0,297.64,33.0
,"('South',)",Gulfport,Office Supplies,Envelopes,48.69,9,0.0,23.86,49.0
,"('South',)",Gulfport,Office Supplies,Storage,421.1,2,0.0,105.27,25.0
,"('South',)",Gulfport,Technology,Accessories,43.5,3,0.0,10.88,25.01
,"('South',)",Gulfport,Technology,Phones,137.94,3,0.0,35.86,26.0
,"('South',)",Henderson,Furniture,Bookcases,261.96,2,0.0,41.91,16.0
,"('South',)",Henderson,Furniture,Chairs,1015.86,7,0.0,290.56,28.6
,"('South',)",Henderson,Furniture,Furnishings,261.29,22,0.8,-54.1,-20.7
,"('South',)",Henderson,Furniture,Tables,277.5,4,0.5,-188.7,-68.0
,"('South',)",Henderson,Office Supplies,Appliances,307.84,8,0.0,81.56,26.49
,"('South',)",Henderson,Office Supplies,Art,12.26,7,0.2,1.07,8.73
,"('South',)",Henderson,Office Supplies,Binders,78.64,8,0.2,34.08,43.34
,"('South',)",Henderson,Office Supplies,Envelopes,33.83,3,0.0,16.49,48.74
,"('South',)",Henderson,Office Supplies,Labels,92.93,9,0.0,43.62,46.94
,"('South',)",Henderson,Office Supplies,Paper,58.02,7,0.2,26.31,45.35
,"('South',)",Henderson,Office Supplies,Storage,1007.26,17,0.6,-50.08,-4.97
,"('South',)",Henderson,Technology,Accessories,365.08,7,0.0,71.39,19.55
,"('South',)",Henderson,Technology,Phones,1976.24,18,0.4,482.96,24.44
,"('South',)",Hialeah,Furniture,Chairs,201.96,2,0.0,50.49,25.0
,"('South',)",Hialeah,Furniture,Furnishings,68.64,11,0.0,17.16,25.0
,"('South',)",Hialeah,Office Supplies,Appliances,110.74,12,1.8,-85.69,-77.38
,"('South',)",Hialeah,Office Supplies,Art,3.04,1,0.0,1.03,33.88
,"('South',)",Hialeah,Office Supplies,Paper,359.92,13,0.0,167.33,46.49
,"('South',)",Hialeah,Office Supplies,Storage,714.3,5,0.0,207.15,29.0
,"('South',)",Hialeah,Office Supplies,Supplies,98.17,10,0.2,20.91,21.3
,"('South',)",Hialeah,Technology,Accessories,499.95,5,0.0,174.98,35.0
,"('South',)",Hialeah,Technology,Phones,519.68,7,0.2,58.46,11.25
,"('South',)",Hoover,Furniture,Bookcases,388.09,4,0.32,-36.26,-9.34
,"('South',)",Hoover,Furniture,Chairs,892.22,3,0.2,89.22,10.0
,"('South',)",Hoover,Office Supplies,Art,15.47,7,0.0,4.18,27.02
,"('South',)",Hoover,Office Supplies,Binders,17.84,4,0.0,8.46,47.42
,"('South',)",Hoover,Office Supplies,Envelopes,24.45,4,0.2,8.86,36.24
,"('South',)",Hoover,Office Supplies,Labels,11.7,2,0.2,3.95,33.76
,"('South',)",Hoover,Technology,Copiers,2439.95,5,0.2,1064.98,43.65
,"('South',)",Huntsville,Furniture,Chairs,790.54,8,0.6,-98.63,-12.48
,"('South',)",Huntsville,Furniture,Furnishings,186.54,3,0.0,41.04,22.0
,"('South',)",Huntsville,Office Supplies,Appliances,44.43,3,0.0,18.66,42.0
,"('South',)",Huntsville,Office Supplies,Art,313.32,16,0.0,92.21,29.43
,"('South',)",Huntsville,Office Supplies,Paper,11.17,2,0.2,3.77,33.75
,"('South',)",Huntsville,Office Supplies,Storage,504.1,8,0.4,54.99,10.91
,"('South',)",Huntsville,Technology,Accessories,45.59,3,0.0,13.06,28.65
,"('South',)",Huntsville,Technology,Phones,269.8,9,0.0,71.02,26.32
,"('South',)",Jackson,Furniture,Chairs,3565.98,19,1.2,209.24,5.87
,"('South',)",Jackson,Furniture,Furnishings,1160.59,30,1.0,311.58,26.85
,"('South',)",Jackson,Furniture,Tables,3599.16,13,0.3,115.29,3.2
,"('South',)",Jackson,Office Supplies,Appliances,400.8,5,0.0,112.22,28.0
,"('South',)",Jackson,Office Supplies,Art,146.85,16,0.4,38.76,26.39
,"('South',)",Jackson,Office Supplies,Binders,893.7,25,1.6,317.54,35.53
,"('South',)",Jackson,Office Supplies,Envelopes,8.93,2,0.2,3.35,37.51
,"('South',)",Jackson,Office Supplies,Fasteners,6.03,3,0.0,2.95,48.92
,"('South',)",Jackson,Office Supplies,Labels,54.37,7,0.2,24.25,44.6
,"('South',)",Jackson,Office Supplies,Paper,225.52,27,0.6,93.23,41.34
,"('South',)",Jackson,Office Supplies,Storage,1299.17,16,0.2,87.42,6.73
,"('South',)",Jackson,Office Supplies,Supplies,28.05,2,0.2,3.51,12.51
,"('South',)",Jackson,Technology,Accessories,3370.59,18,0.2,1138.12,33.77
,"('South',)",Jackson,Technology,Copiers,959.98,2,0.2,335.99,35.0
